province,hospital_th,hospital_en,h_code,affiliation,hospital_type,beds,specialty_note,health_region
นครศรีธรรมราช,โรงพยาบาลทุ่งสง,THUNGSONG HOSPITAL,11330,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),322.0,,11
นครศรีธรรมราช,โรงพยาบาลนาบอน,NABON  HOSPITAL,11331,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),40.0,,11
นครศรีธรรมราช,โรงพยาบาลทุ่งใหญ่,THUNGYAI HOSPITAL,11332,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),0.0,,11
นครศรีธรรมราช,โรงพยาบาลปากพนัง,PAKPHANANG  HOSPITAL,11333,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120.0,โรงพยาบาลชุมชนระดับ M2  (มีการทำงานแบบมีส่วนร่วมเป็นภาคีเครือข่าย),11
นครศรีธรรมราช,โรงพยาบาลร่อนพิบูลย์,RONPHIBUN HOSPITAL,11334,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),0.0,,11
นครศรีธรรมราช,โรงพยาบาลสิชล,SICHON HOSPITAL,11335,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),260.0,,11
นครศรีธรรมราช,โรงพยาบาลขนอม,KHANOM HOSPITAL,11336,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),67.0,Paliative care,11
นครศรีธรรมราช,โรงพยาบาลหัวไทร,HUASAI HOSPITAL,11337,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,ทดสอบ,11
นครศรีธรรมราช,โรงพยาบาลบางขัน,BANGKHAN HOSPITAL,11338,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
นครศรีธรรมราช,โรงพยาบาลถ้ำพรรณรา,THAMPUNNARA HOSPITAL,11339,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),15.0,,11
กระบี่,โรงพยาบาลเขาพนม,KAOPANOM HOSPITAL,11340,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),45.0,การสร้างความร่วมมือกับทุกภาคส่วนและภาคีเครือข่าย,11
กระบี่,โรงพยาบาลเกาะลันตา,KOHLANTA HOSPITAL,11341,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),23.0,,11
กระบี่,โรงพยาบาลคลองท่อม,KLONGTHOM HOSPITAL,11342,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),84.0,,11
กระบี่,โรงพยาบาลอ่าวลึก,AOLUK HOSPITAL,11343,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,การดูแลผู้ป่วยแบบเครือข่าย,11
กระบี่,โรงพยาบาลปลายพระยา,PLAIPRAYA HOSPITAL,11344,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
กระบี่,โรงพยาบาลลำทับ,LAMTHAP HOSPITAL,11345,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
กระบี่,โรงพยาบาลเหนือคลอง,NUEKLONG HOSPITAL,11346,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),40.0,,11
พังงา,โรงพยาบาลเกาะยาวชัยพัฒน์,KOHYAOCHAIPAT  HOSPITAL,11347,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
พังงา,โรงพยาบาลกะปงชัยพัฒน์,KAPONGCHAIPAT HOSPITAL,11348,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
พังงา,โรงพยาบาลตะกั่วทุ่ง,TAKUATUNG HOSPITAL,11349,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
พังงา,โรงพยาบาลบางไทร,BANGSAI HOSPITAL,11350,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),0.0,,11
พังงา,โรงพยาบาลคุระบุรีชัยพัฒน์,KURABURICHAIPAT  HOSPITAL,11352,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),32.0,,11
พังงา,โรงพยาบาลทับปุด,THAPPUT HOSPITAL,11353,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
พังงา,โรงพยาบาลท้ายเหมืองชัยพัฒน์,THAIMUANGCHAIPAT HOSPITAL,11354,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
ภูเก็ต,โรงพยาบาลป่าตอง,PATONG HOSPITAL,11355,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,11
